,borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
367,MN,1998,29,109.0,7.0,10027.0,3259 BROADWAY,C6-1,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,19983,  -   ,,,,,,,,,1,,0,0,199.83,100.0,0.0,0.0,1356300,1356300,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980029,996125.0,237311.0,5c,22v2,40.8180315,-73.9570974
368,MN,1998,1,109.0,7.0,10027.0,2301 JOE DIMAGGIO HIGHWAY,C6-1,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,3000,  -   ,,,,,,,,,1,,0,0,30.0,100.0,0.0,0.0,176850,176850,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980001,995489.0,237567.0,5c,22v2,40.818735,-73.9593948
369,MN,2004,68,109.0,7.0,10027.0,2298 JOE DIMAGGIO HIGHWAY,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,3666,  -   ,,,,,,,,,0,,0,0,39.25,95.08,0.0,0.0,193950,193950,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040068,995325.0,237661.0,5c,22v2,40.8189932,-73.9599871
370,MN,2004,71,109.0,7.0,10027.0,2302 JOE DIMAGGIO HIGHWAY,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6688,  -   ,,,,,,,,,0,,0,0,75.58,83.25,0.0,0.0,226350,226350,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040071,995355.0,237710.0,5c,22v2,40.8191277,-73.9598787
371,MN,2004,171,109.0,7.0,10027.0,WEST 132 STREET,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,975,  -   ,,,,,,,,,0,,0,0,14.08,75.58,0.0,0.0,43650,43650,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040171,995309.0,237736.0,5c,22v2,40.8191991,-73.9600448
372,MN,1998,38,109.0,7.0,10027.0,602 WEST 132 STREET,C6-1,V1,11.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,4996,  -   ,,,,,,,,,1,,0,0,50.0,99.92,0.0,0.0,107550,107550,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980038,996082.0,237391.0,5c,22v2,40.8182512,-73.9572526
373,MN,1998,3,109.0,7.0,10027.0,2307 JOE DIMAGGIO HIGHWAY,C6-1,V1,11.0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6992,  -   ,,,,,,,,,0,,0,0,69.92,100.0,0.0,0.0,612000,612000,0,0,0,,,0.0,3.44,6.0,6.5,1,1019980003,995513.0,237610.0,5c,22v2,40.818853,-73.959308
374,MN,2004,50,109.0,7.0,10027.0,WEST 131 STREET,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,12362,  -   ,,,,,,,,,0,,0,0,60.0,203.42,0.0,0.0,376200,376200,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040050,995252.0,237643.0,5c,22v2,40.8189439,-73.9602509
375,MN,2004,65,109.0,7.0,10027.0,2298 12 AVENUE,M1-2,G7,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,20775,  -   ,,,,,,,,,0,,0,0,200.58,112.4,0.0,0.0,599850,599850,0,0,0,,,0.0,0.0,2.0,4.8,1,1020040065,995279.0,237779.0,5c,22v2,40.8193172,-73.9601531
376,MN,1867,29,109.0,7.0,10025.0,WEST 115 STREET,R8,G7,10.0,X,TRUSTEES OF COLUMBIAUNIVERSITY IN THE CI TY OF NY,COLUMBIA UNIVERSITY,6500,  -   ,,,,,,,,,0,,0,0,65.33,100.92,0.0,0.0,734400,734400,0,0,0,,,0.0,6.02,0.0,6.5,1,1018670029,995188.0,232724.0,5c,22v2,40.8054427,-73.9604901
377,MN,1373,3,108.0,5.0,10044.0,465 MAIN STREET,R7-2,D3,3.0,C,SOUTHTOWN ASSOCIATES 2 LLC,CORNELL UNIVERSITY,52155,"144,000",0.0,144000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.0,136,136,214.0,273.0,80.0,130.0,3217500,19219950,103,0,0,,,2.76,3.44,0.0,6.5,1,1013730003,997632.0,216091.0,9b,22v2,40.7597862,-73.951695
378,MN,1464,21,108.0,5.0,10021.0,1293 YORK AVENUE,R10,H8,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,16561,"89,250",,,,,,,,,1,10.0,0,1,164.92,100.42,100.0,141.0,2515500,8595000,1954,1988,0,,,5.39,10.0,0.0,10.0,1,1014640021,996601.0,218087.0,9a,22v2,40.7652662,-73.955413
379,MN,1464,28,108.0,5.0,10021.0,1301 YORK AVENUE,R8,I9,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,19984,"352,000",352000.0,0.0,352000.0,0.0,0.0,0.0,0.0,0.0,1,15.0,0,1,100.42,199.0,115.0,100.0,3742366,43274700,2004,0,0,,,17.61,6.02,0.0,6.5,1,1014640028,996638.0,218187.0,9a,22v2,40.7655406,-73.955279
380,MN,1464,30,108.0,5.0,10021.0,428 YORK AVENUE,R8,H8,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,30527,"250,171",,,,,,,,,1,15.0,0,3,304.0,100.42,376.0,96.0,5076000,21748950,1974,2004,0,,,8.2,6.02,0.0,6.5,1,1014640030,996413.0,218311.0,9a,22v2,40.7658813,-73.956091
381,MN,1464,7502,108.0,5.0,10021.0,413 EAST 69 STREET,R8,RB,5.0,X,UNAVAILABLE OWNER,CORNELL UNIVERSITY,26117,"243,321",243321.0,0.0,243321.0,0.0,0.0,0.0,0.0,0.0,1,18.0,0,3,260.08,100.42,260.0,100.0,2628450,65686050,2011,0,0,,,9.32,6.02,0.0,6.5,1,1014647502,996410.0,218192.0,9a,22v2,40.7655547,-73.956102
382,MN,1469,21,108.0,5.0,10021.0,1393 YORK AVENUE,R10,M1,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,12771,"21,000",21000.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,1,2.0,0,1,102.17,125.0,102.17,100.0,2533500,5202450,1938,0,0,,,1.64,10.0,0.0,10.0,1,1014690021,997268.0,219268.0,9a,22v2,40.7685068,-73.953003
383,MN,1471,27,108.0,5.0,10075.0,444 EAST 77 STREET,R10,C5,2.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,"8,405",0.0,8405.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,16,16,25.0,82.83,25.0,67.0,202950,1008000,1954,1987,0,,,4.06,10.0,0.0,10.0,1,1014710027,997602.0,219819.0,9a,22v2,40.7700186,-73.951796
384,MN,1471,28,108.0,5.0,10075.0,442 EAST 77 STREET,R10,C5,2.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,2071,"8,405",0.0,8405.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,16,16,25.0,82.83,25.0,67.0,202950,1008000,1954,1987,0,,,4.06,10.0,0.0,10.0,1,1014710028,997579.0,219832.0,9a,22v2,40.7700543,-73.951879
385,MN,1480,1,108.0,5.0,10065.0,1176 YORK AVENUE,R9,I9,8.0,X,SOCIETY OF THE NY HOSPITAL,CORNELL UNIVERSITY,275925,"2,230,742",2230742.0,0.0,0.0,0.0,0.0,0.0,0.0,2230742.0,8,27.0,0,1,491.67,583.08,461.67,583.08,52150050,252745650,1956,0,0,,,8.08,7.52,0.0,10.0,1,1014800001,996953.0,217791.0,9a,22v2,40.7644532,-73.954143
386,MN,1483,7502,108.0,5.0,10021.0,511 EAST 71 STREET,R9,RB,5.0,X,UNAVAILABLE OWNER,CORNELL UNIVERSITY,17880,"81,980",81980.0,0.0,81980.0,0.0,0.0,0.0,0.0,0.0,2,11.0,0,3,75.0,204.33,75.0,100.0,4554455,13576050,1958,0,0,,,4.59,7.52,0.0,10.0,1,1014837502,997250.0,218401.0,9a,22v2,40.7661271,-73.95307
387,MN,1373,160,108.0,5.0,10044.0,22 NORTH LOOP ROAD,C4-5,H2,5.0,C,CORNELL UNIVERSITY,CORNELL UNIVERSITY,18555,142554,,,,,,,,,1,19.0,0,197,159.47,166.7,113.5,127.0,2688750,13028400,2018,2018,0,,,7.68,3.44,3.4,6.5,1,1013730160,996560.0,214690.0,9b,22v2,40.7559424,-73.955567
388,MN,1373,35,108.0,5.0,10044.0,2 WEST LOOP ROAD,C4-5,W6,8.0,C,NYC ECONOMIC DEVELOPMENT CORPORATION,CORNELL UNIVERSITY,71699,136878,136878.0,0.0,0.0,0.0,0.0,0.0,0.0,136878.0,1,4.0,0,1,447.91,270.18,0.0,0.0,7866180,26442450,2015,2015,0,,,1.91,3.44,3.4,6.5,1,1013730035,996377.0,214524.0,9b,22v2,40.755487,-73.956228
389,MN,1373,7507,108.0,5.0,10044.0,11 EAST LOOP ROAD,C4-5,RC,5.0,,UNAVAILABLE OWNER,CORNELL UNIVERSITY,65112,165343,165343.0,0.0,158684.0,6659.0,0.0,0.0,0.0,0.0,1,6.0,0,4,392.1,294.8,0.0,0.0,6873658,26154449,2015,2015,0,,,2.54,3.44,3.4,6.5,1,1013737507,996536.0,214384.0,9b,22v2,40.7551025,-73.955655
390,MN,541,8001,102.0,1.0,10012.0,40 WASHINGTON SQUARE S,,W6,8.0,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,41835,66636,66636.0,0.0,0.0,0.0,0.0,0.0,0.0,66636.0,1,1.0,0,1,200.17,209.0,200.16,209.0,490500,2506500,1950,0,0,,,1.59,0.0,0.0,0.0,1,1005418001,,,,22v2,40.7305635,-73.9995861
391,MN,1997,8001,,,,WEST 131 STREET,,Z9,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,22500,"  22,500 ",22500.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0,,0,0,60.0,375.0,0.0,0.0,6000,8532,2021,0,0,,,1.0,0.0,0.0,0.0,1,1019978001,,,,22v2,40.8139521,-73.9484287
392,MN,535,8020,,,,251 MERCER STREET,,V1,11.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4393,0,,,,,,,,,0,,0,0,209.2,21.0,0.0,0.0,1069650,1069650,0,0,0,,,0.0,0.0,0.0,0.0,1,1005358020,,,,22v2,40.7286683,-73.9957013
393,MN,1999,8001,,,,WEST 132 STREET,,Z9,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,46500,  -   ,,,,,,,,,0,,0,0,60.0,375.0,0.0,0.0,12000,17231,2021,0,0,,,0.0,0.0,0.0,0.0,1,1019998001,,,,22v2,40.8145912,-73.9479559
