borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
MN,1885,15,109,7,10025,533 WEST 113 STREET,R8,D3,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  27,509 ",0,27509,0,0,0,0,0,0,1,8,32,32,50,100.92,50,88,315000,1693800,1915,1986,0,,,5.45,6.02,0,6.5,1,1018850015,994265,232819,5c,22v2,40.8057045,-73.963824
MN,1896,28,109,7,10025,604 WEST 115 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  26,950 ",0,26950,0,0,0,0,0,0,1,7,28,28,50,100.92,50,90,184050,1397700,1925,1987,0,,,5.34,6.02,0,6.5,1,1018960028,993917,233430,5c,22v2,40.807382,-73.9650802
MN,1990,33,109,7,10027,47 CLAREMONT AVENUE,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6250,"  26,302 ",26302,0,0,0,0,0,0,26302,1,6,0,1,62.5,100,62.5,87,183150,2734200,1906,0,0,Morningside Heights Historic District,,4.21,6.02,0,6.5,1,1019900033,994219,234453,5c,22v2,40.8101895,-73.9639878
MN,1402,24,108,4,10065,149 EAST 67 STREET,R9X,W9,8,X,THE CITY UNIVERSITY OF NEW YORK,THE CITY UNIVERSITY OF NEW YORK,5623,26158,26158,0,26158,0,0,0,0,0,1,6,0,1,56,100.42,56,90,2259000,4654350,1890,1960,0,Individual Landmark,INDIVIDUAL LANDMARK,4.65,9,0,9,1,1014020024,994221,218810,8c,22v2,40.7672536,-73.9640038
MN,2149,11,112,10,10033,2475 AMSTERDAM AVENUE,R7-2,W2,8,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,19488,25984,25984,0,0,0,25984,0,0,0,1,2,0,1,129.92,150,130,100,263700,697050,1922,0,0,,,1.33,3.44,0,6.5,1,1021490011,1003679,248582,3a,22v2,40.8489538,-73.9297733
MN,1962,11,109,7,10027,415 WEST 118 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  25,900 ",0,25900,0,0,0,0,0,0,1,7,28,28,50,100.92,50,84,112500,1576800,1926,0,0,,,5.13,6.02,0,6.5,1,1019620011,995616,233612,5c,22v2,40.8078795,-73.9589426
MN,465,37,103,2,10003,28 STUYVESANT STREET,R8B,W4,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4932,25800,25800,0,0,0,0,0,0,25800,1,6,0,1,98,70,95,72,553500,4313250,1920,1986,0,,,5.23,4,0,4,1,1004650037,987544,205150,12c,22v2,40.7297654,-73.988115
MN,1962,13,109,7,10027,405 WEST 118 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6055,"  25,603 ",0,25602,0,0,0,0,0,0,1,6,24,24,60,100.92,60,87,204300,1054800,1926,0,0,,,4.23,6.02,0,6.5,1,1019620013,995665,233585,5c,22v2,40.8078053,-73.9587657
BK,1917,1,302,35,11205,290 WASHINGTON AVENUE,R6B,W2,8,X,ST. JOSEPHS COLLEGENEW YORK,ST JOSEPH'S COLLEGE,14150,25540,25540,0,25540,0,0,0,0,0,5,3,0,1,91,200,50,51,198900,1116000,1930,0,0,Clinton Hill Historic District,,1.8,2,0,2,3,3019170001,993460,190688,16c,22v2,40.6900665,-73.9667895
MN,1867,64,109,7,10027,404 WEST 116 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6055,"  25,380 ",4541,20839,4541,0,0,0,0,0,1,6,16,16,60,100.92,60,81,91350,990000,1915,1998,0,,,4.19,6.02,0,6.5,1,1018670064,995317,232958,5c,22v2,40.8060848,-73.9600238
MN,1884,40,109,7,10025,506 WEST 113 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5458,"  24,446 ",0,24446,0,0,0,0,0,0,1,6,22,22,54.08,100.92,45,85,225000,904950,1925,0,0,,,4.48,6.02,0,6.5,1,1018840040,994412,232555,5c,22v2,40.8049798,-73.9632934
MN,2134,53,112,7,10032,3755 BROADWAY,R8,W6,8,X,BORICUA COLLEGE,BORICUA COLLEGE,12465,24345,24345,0,0,0,0,0,0,24345,1,4,0,1,125,100,125,65,351000,1593450,1911,0,0,Audubon Terrace Historic District,,1.95,6.02,0,6.5,1,1021340053,999218,242922,3b,22v2,40.8334274,-73.9459104
MN,1884,39,109,7,10025,502 WEST 113 STREET,R8,D1,3,,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5458,"  22,914 ",0,22914,0,0,0,0,0,0,1,6,24,24,54.08,100.92,54,85,176850,866250,1910,1987,0,,,4.2,6.02,0,6.5,1,1018840039,994460,232528,5c,22v2,40.8049056,-73.9631201
MN,1997,8001,,,,WEST 131 STREET,,Z9,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,22500,"  22,500 ",22500,0,0,0,0,0,0,22500,0,,0,0,60,375,0,0,6000,8532,2021,0,0,,,1,0,0,0,1,1019978001,,,,22v2,,
MN,1120,9,107,6,10023,35 WEST 67 STREET,R8,P5,8,X,THE CITY UNIVERSITY OF NEW YORK,THE CITY UNIVERSITY OF NEW YORK,5021,22302,22302,0,3088,0,0,0,0,19214,1,4,0,1,50,100.42,50,76,1197000,3581100,1905,1998,0,Upper West Side / Central Park West Historic District,,4.44,6.02,0,6.5,1,1011200009,989757,221283,8c,22v2,40.7740453,-73.9801172
MN,462,18,103,2,10003,38 EAST 7 STREET,R8B,H8,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,8652,22224,,,,,,,,,1,3,0,1,95.25,90.83,95,82,819000,1521450,1920,1967,0,,,2.57,4,0,4,1,1004620018,987335,204530,12c,22v2,40.7280637,-73.9888694
MN,550,32,102,1,10003,22 EAST 8 STREET,C1-7,H8,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,9099,22083,6072,0,6072,0,0,0,0,0,5,6,10,14,79.58,120.25,80,51,210600,1167300,1920,2004,2012,Greenwich Village Historic District,,2.43,6.02,2,6.5,1,1005500032,985581,205778,12c,22v2,40.7314896,-73.9951975
MN,1883,57,109,7,10025,540 WEST 112 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,573 ",0,21573,0,0,0,0,0,0,1,6,24,24,50,100.92,50,83,196200,1325700,1920,0,0,,,4.28,6.02,0,6.5,1,1018830057,993887,232549,5c,22v2,40.8049639,-73.9651898
MN,546,20,102,1,10003,10 WASHINGTON PLACE,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4080,21549,21549,0,0,0,0,0,0,21549,1,6,0,1,42.33,96.25,42.33,86,607500,1890450,1900,0,0,,,5.28,3.44,0,6.5,1,1005460020,985640,204998,12c,22v2,40.7293487,-73.9949848
MN,53,37,101,1,10006,102 GREENWICH STREET,C6-9,H8,8,,THE KING'S COLLEGE,THE KING'S COLLEGE,4664,21490,2171,0,0,2171,0,0,0,0,1,5,0,1,49.92,92.83,50,92,369000,1945800,1926,2013,0,,,4.61,10,15,15,1,1000530037,980455,197378,12b,22v2,40.7084329,-74.0136882
MN,1962,7,109,7,10027,419 WEST 118 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,216 ",0,21216,0,0,0,0,0,0,1,6,24,24,50,100.92,50,85,170100,1341450,1926,0,0,,,4.2,6.02,0,6.5,1,1019620007,995528,233661,5c,22v2,40.8080141,-73.9592604
MN,1962,9,109,7,10027,417 WEST 118 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,181 ",0,21180,0,0,0,0,0,0,1,6,21,21,50,100.92,50,84,92250,1250550,1926,1985,0,,,4.2,6.02,0,6.5,1,1019620009,995572,233637,5c,22v2,40.8079482,-73.9591015
MN,1883,50,109,7,10025,526 WEST 112 STREET,R8,C1,2,,COLLEGE OF PHYSICAN & SURGEONS,COLLEGE OF PHYSICAN & SURGEONS,5046,21180,0,21180,0,0,0,0,0,0,1,6,25,25,50,100.92,50,87,270000,1249650,1910,0,0,,,4.2,6.02,0,6.5,1,1018830050,994038,232464,5c,22v2,40.8047304,-73.9646445
MN,1883,52,109,7,10025,530 WEST 112 STREET,R8,C1,2,,COLLEGE OF PHYSICAN & SURGEONS,COLLEGE OF PHYSICAN & SURGEONS,5046,21180,0,21180,0,0,0,0,0,0,1,6,22,22,50,100.92,50,87,270000,932400,1910,0,0,,,4.2,6.02,0,6.5,1,1018830052,993993,232489,5c,22v2,40.8047991,-73.964807
MN,1883,48,109,7,10025,522 WEST 112 STREET,R8,C1,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  21,180 ",0,21180,0,0,0,0,0,0,1,6,24,24,50,100.92,50,87,180000,1201950,1907,0,0,,,4.2,6.02,0,6.5,1,1018830048,994083,232440,5c,22v2,40.8046645,-73.964482
MN,1469,21,108,5,10021,1393 YORK AVENUE,R10,M1,8,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,12771,21000,21000,0,0,0,0,0,0,21000,1,2,0,1,102.17,125,102.17,100,2533500,5202450,1938,0,0,,,1.64,10,0,10,1,1014690021,997268,219268,9a,22v2,40.7685068,-73.9530029
MN,1962,5,109,7,10027,421 WEST 118 STREET,R8,C1,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  20,976 ",0,20976,0,0,0,0,0,0,1,6,24,24,50,100.92,50,84,109350,1222650,1926,0,0,,,4.16,6.02,0,6.5,1,1019620005,995484,233685,5c,22v2,40.80808,-73.9594193
MN,1976,37,109,7,10027,502 WEST 122 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4796,"  20,566 ",0,20566,0,0,0,0,0,0,1,6,24,24,50,95.92,50,82,73800,679500,1926,1988,0,,,4.29,6.02,0,6.5,1,1019760037,995610,234626,5c,22v2,40.8106626,-73.9589626
MN,547,18,102,1,10003,10 WAVERLY PLACE,R7-2,W9,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2068,20550,20550,0,18700,1850,0,0,0,0,1,10,0,14,25,82.75,25,82.75,176400,1656900,1910,0,0,,,9.94,3.44,0,6.5,1,1005470018,985829,205188,12c,22v2,40.7298702,-73.9943029
MN,1994,60,109,7,10027,181 CLAREMONT AVENUE,R8,D1,3,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5000,"  20,484 ",0,20484,0,0,0,0,0,0,1,6,24,24,50,100,50,85,123750,1097550,1926,0,0,,,4.1,6.02,0,6.5,1,1019940060,995093,236026,5c,22v2,40.8145059,-73.960828
MN,1976,41,109,7,10027,512 WEST 122 STREET,R8,D1,3,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,4796,"  20,378 ",0,20378,0,0,0,0,0,0,1,6,24,24,50,95.92,50,82.67,85500,1182150,1910,0,0,,,4.25,6.02,0,6.5,1,1019760041,995521,234675,5c,22v2,40.8107972,-73.959284
MN,1976,43,109,7,10027,514 WEST 122 STREET,R8,D1,3,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,COLUMBIA UNIVERSITY,4796,"  20,378 ",0,20378,0,0,0,0,0,0,1,6,24,24,50,95.92,50,82.67,85500,1158750,1910,0,0,,,4.25,6.02,0,6.5,1,1019760043,995476,234700,5c,22v2,40.8108659,-73.9594465
MN,1976,39,109,7,10027,506 WEST 122 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4796,"  20,238 ",0,20238,0,0,0,0,0,0,1,6,29,29,50,95.92,50,82,205200,896850,1910,0,0,,,4.22,6.02,0,6.5,1,1019760039,995565,234652,5c,22v2,40.8107341,-73.9591251
MN,892,32,106,4,10016,151 EAST 36 STREET,R8B,M9,8,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,7999,20101,20101,0,0,0,0,0,0,20101,1,5,0,1,81,98.75,81,77,999000,2636550,1922,1979,0,,,2.51,4,0,4,1,1008920032,990425,211603,8d,22v2,40.7474757,-73.9777143
SI,153,1,501,49,10310,800 CASTLETON AVENUE,R3X,O7,5,X,RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND UNIVERSITY MEDICAL CENTER,25566,20000,20000,0,20000,0,0,0,0,0,1,2,0,1,185.5,150,110,90,575100,1370700,1997,0,0,,,0.78,0.5,0,1,5,5001530001,953906,170452,21a,22v2,40.6344759,-74.1093268
MN,1998,61,109,7,10027,2311 12 AVENUE,C6-1,G9,7,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,9992,"  19,984 ",19984,0,0,0,19984,0,0,0,1,2,0,2,99.92,100,99,100,225000,1093050,1912,0,0,,,2,3.44,6,6.5,1,1019980061,995554,237685,5c,22v2,40.8190588,-73.9591597
MN,547,25,102,1,10003,21 WASHINGTON PLACE,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2500,19936,19936,0,0,0,0,0,0,19936,1,8,0,1,25,100,25,100,416250,2081250,1900,0,0,,,7.97,3.44,0,6.5,1,1005470025,985623,205205,12c,22v2,40.7299169,-73.9950461
MN,575,40,102,3,10011,24 WEST 12 STREET,R6,W9,8,X,NY UNIVERSITY,NEW YORK UNIVERSITY,3252,19924,19924,0,0,0,0,0,0,19924,1,5,0,1,28.5,103.25,28.5,97,616500,1957050,1852,1989,0,Greenwich Village Historic District,,6.13,2.43,0,4.8,1,1005750040,985409,207030,12c,22v2,40.7349261,-73.9958179
MN,2157,9,112,10,10033,560 WEST 185 STREET,R7-2,W2,8,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,7911,19008,19008,0,0,0,0,0,0,19008,1,3,0,3,100,79.92,100,75,168300,2802150,1927,1989,0,,,2.4,3.44,0,6.5,1,1021570009,1003200,249414,3a,22v2,40.8512384,-73.9315023
QN,6517,50,408,24,11367,65-32 KISSENA BOULEVARD,R4,W6,8,O,QUEENS COLLEGE,QUEENS COLLEGE,22373,18750,18750,0,18750,0,0,0,0,0,1,1,0,1,152.67,140,0,0,387000,2328750,1971,0,0,,,0.84,0.75,0,2,4,4065170050,1034511,208003,14c,22v2,40.737454,-73.8186341
MN,1526,29,108,5,10028,238 EAST 81 STREET,R8B,D3,3,X,ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,2358,18624,0,18624,0,0,0,0,0,0,1,11,21,21,23.08,102.17,23,82,450000,2395800,1971,1988,0,,,7.9,4,0,4,1,1015260029,996782,221518,9a,22v2,40.7746831,-73.9547533
MN,1895,28,109,7,10025,610 WEST 113 STREET,R8,D1,3,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,4239,"  18,120 ",0,18120,0,0,0,0,0,0,1,6,18,18,42,100.92,42,84,25650,837000,1905,1987,0,Morningside Heights Historic District,,4.27,6.02,0,6.5,1,1018950028,993579,233020,5c,22v2,40.806257,-73.9663017
MN,1998,10,109,7,10027,641 WEST 131 STREET,C6-1,G1,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,14988,"  17,800 ",17800,0,5000,0,12800,0,0,0,1,2,0,1,150,99.92,150,99.92,270000,1573650,1926,0,0,,,1.19,3.44,6,6.5,1,1019980010,995663,237510,5c,22v2,40.8185783,-73.9587662
MN,546,8,102,1,10003,26 WASHINGTON PLACE,R7-2,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,2787,17163,17163,0,0,0,0,0,0,17163,1,7,0,1,34.83,80,34.84,80,449100,1504350,1900,0,0,,,6.16,3.44,0,6.5,1,1005460008,985398,205166,12c,22v2,40.7298098,-73.9958579
MN,2156,61,112,10,10033,515 WEST 185 STREET,R7-2,W6,8,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,2700,16262,16262,0,0,0,0,0,0,16262,1,6,0,1,49.75,53.83,170,50,49500,3661650,2007,0,0,,,6.02,3.44,0,6.5,1,1021560061,1003691,249313,3a,22v2,40.8509601,-73.9297278
MN,1380,30,108,4,10065,47 EAST 65 STREET,R8B,W6,8,X,HUNTER COLLEGE OF THE CITY UNIVERSITY OF NEW YORK,HUNTER COLLEGE,3515,16086,16086,0,0,0,0,0,0,16086,1,6,1,2,35,100.42,35,78,1966500,3724650,1908,2007,0,Upper East Side Historic District,INDIVIDUAL LANDMARK,4.58,4,0,4,1,1013800030,993218,218772,8c,22v2,40.7671504,-73.9676247
BK,3126,1,301,34,11206,719 BROADWAY,C4-3,O5,5,,BORICUA COLLEGE,BORICUA COLLEGE,5468,16038,16038,0,5346,5346,0,0,0,5346,1,3,0,8,147.92,107.67,147.92,107.67,122850,1385100,1931,2000,0,,,2.93,2.43,3.4,4.8,3,3031260001,1000198,194781,13b,22v2,40.7012912,-73.9424832
MN,1998,13,109,7,10027,635 WEST 131 STREET,C6-1,G1,10,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,7494,"  16,000 ",16000,0,0,0,16000,0,0,0,1,2,0,2,75,99.92,75,95,135000,1590750,1940,2002,0,,,2.14,3.44,6,6.5,1,1019980013,995761,237456,5c,22v2,40.81843,-73.9584123
MN,1547,12,108,5,10028,323 EAST 84 STREET,R8B,D9,3,X,ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,4047,15837,0,15837,0,0,0,0,0,0,1,7,21,21,39.5,102.17,40,94,544500,1745100,1982,0,0,,,3.91,4,0,4,1,1015470012,997687,222107,9a,22v2,40.7762985,-73.9514846
MN,551,11,102,1,10011,22 WASHINGTON SQUARE N,R6,O2,5,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3735,15430,15430,0,15430,0,0,0,0,0,2,3.5,0,1,27.92,134.58,27.94,126,540000,1935900,1925,2008,0,Greenwich Village Historic District,,4.13,2.43,0,4.8,1,1005510011,984852,206016,12c,22v2,40.7321429,-73.9978279
MN,1976,51,109,7,10027,524 WEST 122 STREET,R8,C1,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3789,"  15,156 ",0,15156,0,0,0,0,0,0,1,6,23,23,41.67,90.92,42,76,74700,840600,1910,0,0,,,4,6.02,0,6.5,1,1019760051,995306,234797,5c,22v2,40.8111324,-73.9600605
MN,1884,24,109,7,10025,509 WEST 112 STREET,R8,D1,3,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3431,"  15,102 ",0,15102,0,0,0,0,0,0,1,6,18,18,34,100.92,34,87,77850,753300,1925,0,0,,,4.4,6.02,0,6.5,1,1018840024,994318,232489,5c,22v2,40.8047987,-73.9636331
MN,1199,44,107,6,10024,18 WEST 86 STREET,R10A,W8,8,X,BARD COLLEGE,BARD COLLEGE,2554,15000,15000,0,0,0,0,0,0,15000,1,5,0,0,25,102.17,25,102,769500,2001150,1907,1994,0,Upper West Side / Central Park West Historic District,,5.87,10,0,10,1,1011990044,992389,225463,5d,22v2,40.7855163,-73.9706094
MN,1976,53,109,7,10027,526 WEST 122 STREET,R8,C1,2,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3789,"  14,856 ",0,14856,0,0,0,0,0,0,1,6,23,23,41.67,90.92,42,76,74250,954900,1905,1986,0,,,3.92,6.02,0,6.5,1,1019760053,995270,234817,5c,22v2,40.8111873,-73.9601905
MN,1987,9,109,7,10027,547 WEST 133 STREET,R7A,G2,7,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NY,COLUMBIA UNIVERSITY,7494,"  14,238 ",14238,0,0,0,14238,0,0,0,1,2,0,2,75,99.92,75,100,121500,623700,1970,0,0,,,1.9,4,0,4,1,1019870009,996711,237521,6a,22v2,40.8186071,-73.9549799
QN,7021,50,408,24,11432,81-50B UTOPIA PARKWAY,R4,W6,8,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,36000,14000,14000,0,0,0,0,0,0,14000,1,1,0,0,234,194,112,125,697500,2381400,1973,0,0,,,0.39,0.75,0,2,4,4070210050,1040894,202464,14c,22v2,40.7222122,-73.7956479
MN,1881,1,107,7,10025,2820 BROADWAY,R9A,C7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,3010,"  13,600 ",3000,10600,0,3000,0,0,0,0,1,5,12,14,35,86,34,86,180000,741150,1925,0,0,,,4.52,7.52,0,7.5,1,1018810001,993468,232024,5d,22v2,40.8035234,-73.966704
BX,3273,293,206,15,10458,561 EAST FORDHAM ROAD,C4-5D,G1,10,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,8800,13450,13450,0,0,0,13450,0,0,0,2,2,0,1,100,83,50,83,99000,320400,1931,2010,0,,,1.53,4.2,4.2,4.2,2,2032730293,1015795,252311,3c,22v2,40.8591538,-73.8859622
MN,1309,65,105,4,10022,116 EAST 55 STREET,C5-2,O2,5,X,STATE UNIVERSITY OF,STATE UNIVERSITY OF NEW YORK,3766,13320,13320,0,13320,0,0,0,0,0,1,4,0,1,37.5,100.42,37.5,90,846000,1714050,1927,2003,0,Individual Landmark,INDIVIDUAL LANDMARK,3.54,10,10,10,1,1013090065,992275,216088,8d,22v2,40.7597844,-73.9710322
MN,1988,96,109,7,10031,511 WEST 135 STREET,R7A,C1,2,,CITY COLLEGE DORMS,CITY COLLEGE,3997,13170,0,13170,0,0,0,0,0,0,1,5,21,21,40,99.92,40,86,40050,747450,1910,1988,0,,,3.29,4,0,4,1,1019880096,997265,237854,6a,22v2,40.8195203,-73.9529777
MN,550,30,102,1,10003,18 EAST 8 STREET,C1-7,H8,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6000,13100,,,,,,,,,3,6,0,15,50,120,50,48,270000,526050,1900,0,0,Greenwich Village Historic District,,2.18,6.02,2,6.5,1,1005500030,985524,205809,12c,22v2,40.7315747,-73.9954032
MN,2004,72,109,7,10027,2308 JOE DIMAGGIO HIGHWAY,M1-2,K2,5,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,6677,"  13,058 ",13058,0,0,6677,0,6381,0,0,2,2,0,1,84.83,83.25,84,80,99000,1722150,1940,1993,0,,,1.96,0,2,4.8,1,1020040072,995397,237778,5c,22v2,40.8193143,-73.9597268
BX,3273,265,206,15,10458,585 EAST FORDHAM ROAD,C4-5D,K4,4,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6475,12946,12946,0,0,6473,0,6473,0,0,1,2,0,2,78,83,78,83.5,145800,343350,1931,0,0,,,2,4.2,4.2,4.2,2,2032730265,1015950,252202,3c,22v2,40.8588541,-73.8854024
MN,550,27,102,1,10003,12 EAST 8 STREET,C1-7,H8,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6000,12628,,,,,,,,,3,6,4,15,50,120,50,48,144000,764550,1930,0,0,Greenwich Village Historic District,,2.1,6.02,2,6.5,1,1005500027,985459,205845,12c,22v2,40.7316735,-73.9956377
MN,1376,11,108,4,10065,11 EAST 61 STREET,R8B,W6,8,X,SYRACUSE UNIVERSITY,SYRACUSE UNIVERSITY,2510,12445,12445,0,0,0,0,0,0,12445,1,6,1,2,25,100.42,25,100,1863000,3254400,1876,1989,0,Upper East Side Historic District,,4.96,4,0,4,1,1013760011,992287,218095,8c,22v2,40.7652931,-73.9709865
MN,1883,54,109,7,10025,534 WEST 112 STREET,R8,K2,5,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7569,"  12,375 ",12375,0,0,12375,0,0,0,0,1,2,0,2,75,100.92,75,100,342000,1094850,1997,0,0,,,1.63,6.02,0,6.5,1,1018830054,993940,232519,5c,22v2,40.8048815,-73.9649984
MN,1896,79,109,7,10027,612 WEST 116 STREET,R8,W6,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  12,218 ",12218,0,0,0,0,0,0,12218,1,5,0,1,25,100.92,25,84,109350,659700,1906,0,0,Morningside Heights Historic District,,4.84,6.02,0,6.5,1,1018960079,993925,233727,5c,22v2,40.8081971,-73.9650509
BX,4090,19,211,13,10461,1196 PIERCE AVENUE,R4A,W6,8,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,23500,12170,12170,0,0,0,0,0,0,12170,1,1,0,1,231,207.92,49,82.5,228150,1449450,1954,1984,0,,,0.52,0.75,0,2,2,2040900019,1026794,248254,4b,22v2,40.8479724,-73.8462257
MN,550,24,102,1,10003,6 EAST 8 STREET,C1-7,H8,8,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4600,12000,630,0,630,0,0,0,0,0,1,6,11,12,50,92,50,46,107550,381600,1930,0,0,Greenwich Village Historic District,,2.61,6.02,2,6.5,1,1005500024,985400,205895,12c,22v2,40.7318108,-73.9958506
MN,1895,62,109,7,10025,2915 BROADWAY,R8,C7,4,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  11,748 ",1000,10748,0,1000,0,0,0,0,1,5,9,10,25,100.92,25,94,742500,1471950,1916,0,0,,,4.66,6.02,0,6.5,1,1018950062,993854,233207,5c,22v2,40.80677,-73.9653081
BK,2047,7,302,33,11201,307 BRIDGE STREET,C6-1A,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7522,11550,11550,0,11550,0,0,0,0,0,1,2,0,1,75,100.25,55,70,264600,1208700,1847,1996,0,Individual Landmark,INDIVIDUAL LANDMARK,1.54,2.43,6,4.8,3,3020470007,988442,192238,12d,22v2,40.6943246,-73.984883
MN,1884,10,109,7,10025,535 WEST 112 STREET,R8,D9,3,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  11,433 ",0,11433,0,0,0,0,0,0,1,6,12,12,25,100.92,25,87.92,90000,521550,1906,0,0,,,4.53,6.02,0,6.5,1,1018840010,994015,232656,5c,22v2,40.8052574,-73.9647273
MN,550,4,102,1,10003,4 WASHINGTON SQUARE N,R6,W6,8,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,4470,10495,10495,0,0,0,0,0,0,10495,2,3.5,0,2,27.67,161,27.67,146,429300,923400,1900,0,0,Greenwich Village Historic District,,2.35,2.43,0,4.8,1,1005500004,985431,205659,12c,22v2,40.731163,-73.9957388
MN,1896,56,109,7,10025,617 WEST 115 STREET,R8,C4,2,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  10,270 ",0,10270,0,0,0,0,0,0,1,6,12,12,25,100.92,25,82,15300,568350,1909,0,0,Morningside Heights Historic District,,4.07,6.02,0,6.5,1,1018960056,993830,233658,5c,22v2,40.8080079,-73.9653941
